instance,alg,candName,targName,conf,realConf
o1012o301,exact,monograph,hastitle,0.0,0.0
o1012o301,exact,monograph,hasmonth,0.0,0.0
o1012o301,exact,monograph,article,0.0,0.0
o1012o301,exact,monograph,hascrossref,0.0,0.0
o1012o301,exact,monograph,incollection,0.0,0.0
o1012o301,exact,monograph,hasbooktitle,0.0,0.0
o1012o301,exact,monograph,haseditor,0.0,0.0
o1012o301,exact,monograph,manual,0.0,0.0
o1012o301,exact,monograph,hasannotation,0.0,0.0
o1012o301,exact,monograph,phdthesis,0.0,0.0
o1012o301,exact,monograph,hasurl,0.0,0.0
o1012o301,exact,monograph,mastersthesis,0.0,0.0
o1012o301,exact,monograph,haspages,0.0,0.0
o1012o301,exact,monograph,haseditor,0.0,0.0
o1012o301,exact,monograph,entry,0.0,0.0
o1012o301,exact,monograph,humancreator,0.0,0.0
o1012o301,exact,monograph,booklet,0.0,0.0
o1012o301,exact,monograph,hasvolume,0.0,0.0
o1012o301,exact,monograph,hascontents,0.0,0.0
o1012o301,exact,monograph,article,0.0,0.0
o1012o301,exact,monograph,hasschool,0.0,0.0
o1012o301,exact,monograph,hasvolume,0.0,0.0
o1012o301,exact,monograph,hascontents,0.0,0.0
o1012o301,exact,monograph,techreport,0.0,0.0
o1012o301,exact,monograph,haskeywords,0.0,0.0
o1012o301,exact,monograph,hassize,0.0,0.0
o1012o301,exact,monograph,hastitle,0.0,0.0
o1012o301,exact,monograph,hasmonth,0.0,0.0
o1012o301,exact,monograph,haschapter,0.0,0.0
o1012o301,exact,monograph,book,0.0,0.0
o1012o301,exact,monograph,mastersthesis,0.0,0.0
o1012o301,exact,monograph,unpublished,0.0,0.0
o1012o301,exact,monograph,haspages,0.0,0.0
o1012o301,exact,monograph,hasnote,0.0,0.0
o1012o301,exact,monograph,hasedition,0.0,0.0
o1012o301,exact,monograph,pageand/orchapterdata,0.0,0.0
o1012o301,exact,monograph,hasschool,0.0,0.0
o1012o301,exact,monograph,hasbooktitle,0.0,0.0
o1012o301,exact,monograph,hasaffiliation,0.0,0.0
o1012o301,exact,monograph,incollection,0.0,0.0
o1012o301,exact,monograph,hasabstract,0.0,0.0
o1012o301,exact,monograph,haspublisher,0.0,0.0
o1012o301,exact,monograph,entry,0.0,0.0
o1012o301,exact,size,hasyear,0.0,0.0
o1012o301,exact,size,misc,0.0,0.0
o1012o301,exact,size,hasnote,0.0,0.0
o1012o301,exact,size,hasmrnumber,0.0,0.0
o1012o301,exact,size,hasissn,0.0,0.0
o1012o301,exact,size,haskey,0.0,0.0
o1012o301,exact,size,hasseries,0.0,0.0
o1012o301,exact,size,pagechapterdata,0.0,0.0
o1012o301,exact,size,hasnumber,0.0,0.0
o1012o301,exact,size,manual,0.0,0.0
o1012o301,exact,size,hasseries,0.0,0.0
o1012o301,exact,size,hasurl,0.0,0.0
o1012o301,exact,size,misc,0.0,0.0
o1012o301,exact,size,hasyear,0.0,0.0
o1012o301,exact,size,unpublished,0.0,0.0
o1012o301,exact,size,howpublished,0.0,0.0
o1012o301,exact,size,hasannotation,0.0,0.0
o1012o301,exact,size,haslocation,0.0,0.0
o1012o301,exact,size,book,0.0,0.0
o1012o301,exact,size,haskey,0.0,0.0
o1012o301,exact,size,techreport,0.0,0.0
o1012o301,exact,size,proceedings,0.0,0.0
o1012o301,exact,size,hasnumber,0.0,0.0
o1012o301,exact,size,hasprice,0.0,0.0
o1012o301,exact,size,hasinstitution,0.0,0.0
o1012o301,exact,size,hasaddress,0.0,0.0
o1012o301,exact,size,inproceedings,0.0,0.0
o1012o301,exact,size,hasjournal,0.0,0.0
o1012o301,exact,size,haspublisher,0.0,0.0
o1012o301,exact,size,hasisbn,0.0,0.0
o1012o301,exact,size,proceedings,0.0,0.0
o1012o301,exact,size,booklet,0.0,0.0
o1012o301,exact,size,hasorganization,0.0,0.0
o1012o301,exact,size,hascopyright,0.0,0.0
o1012o301,exact,size,hasedition,0.0,0.0
o1012o301,exact,size,inbook,0.0,0.0
o1012o301,exact,size,phdthesis,0.0,0.0
o1012o301,exact,size,haslanguage,0.0,0.0
o1012o301,exact,size,haskeywords,0.0,0.0
o1012o301,exact,size,hascopyright,0.0,0.0
o1012o301,exact,size,hasaffiliation,0.0,0.0
o1012o301,exact,size,hasinstitution,0.0,0.0
o1012o301,exact,size,hassize,0.0,0.0
o1012o301,exact,size,humancreator,0.0,0.0
o1012o301,exact,size,haslccn,0.0,0.0
o1012o301,exact,size,howpublished,0.0,0.0
o1012o301,exact,size,hasorganization,0.0,0.0
o1012o301,exact,size,hasisbn,0.0,0.0
o1012o301,exact,size,hasjournal,0.0,0.0
o1012o301,exact,size,hasissn,0.0,0.0
o1012o301,exact,size,hasprice,0.0,0.0
o1012o301,exact,size,haslocation,0.0,0.0
o1012o301,exact,size,hasauthortest,0.0,0.0
o1012o301,exact,size,inproceedings,0.0,0.0
o1012o301,exact,size,hasmrnumber,0.0,0.0
o1012o301,exact,size,inbook,0.0,0.0
o1012o301,exact,size,hastype,0.0,0.0
o1012o301,exact,size,hasauthor,0.0,0.0
o1012o301,exact,size,hastype,0.0,0.0
o1012o301,exact,size,haschapter,0.0,0.0
o1012o301,exact,size,hasauthor,0.0,0.0
o1012o301,exact,size,hasaddress,0.0,0.0
o1012o301,exact,size,haslccn,0.0,0.0
o1012o301,exact,size,conference,0.0,0.0
o1012o301,exact,size,hasabstract,0.0,0.0
o1012o301,exact,size,hastitle,0.0,0.0
o1012o301,exact,size,hasmonth,0.0,0.0
o1012o301,exact,size,article,0.0,0.0
o1012o301,exact,size,hascrossref,0.0,0.0
o1012o301,exact,size,incollection,0.0,0.0
o1012o301,exact,size,hasbooktitle,0.0,0.0
o1012o301,exact,size,haseditor,0.0,0.0
o1012o301,exact,size,manual,0.0,0.0
o1012o301,exact,size,hasannotation,0.0,0.0
o1012o301,exact,size,phdthesis,0.0,0.0
o1012o301,exact,size,hasurl,0.0,0.0
o1012o301,exact,size,mastersthesis,0.0,0.0
o1012o301,exact,size,haspages,0.0,0.0
o1012o301,exact,size,haseditor,0.0,0.0
o1012o301,exact,size,entry,0.0,0.0
o1012o301,exact,size,humancreator,0.0,0.0
o1012o301,exact,size,booklet,0.0,0.0
o1012o301,exact,size,hasvolume,0.0,0.0
o1012o301,exact,size,hascontents,0.0,0.0
o1012o301,exact,size,article,0.0,0.0
o1012o301,exact,size,hasschool,0.0,0.0
o1012o301,exact,size,hasvolume,0.0,0.0
o1012o301,exact,size,hascontents,0.0,0.0
o1012o301,exact,size,techreport,0.0,0.0
o1012o301,exact,size,haskeywords,0.0,0.0
o1012o301,exact,size,hassize,1.0,1.0
o1012o301,exact,size,hastitle,0.0,0.0
o1012o301,exact,size,hasmonth,0.0,0.0
o1012o301,exact,size,haschapter,0.0,0.0
o1012o301,exact,size,book,0.0,0.0
o1012o301,exact,size,mastersthesis,0.0,0.0
o1012o301,exact,size,unpublished,0.0,0.0
o1012o301,exact,size,haspages,0.0,0.0
o1012o301,exact,size,hasnote,0.0,0.0
o1012o301,exact,size,hasedition,0.0,0.0
o1012o301,exact,size,pageand/orchapterdata,0.0,0.0
o1012o301,exact,size,hasschool,0.0,0.0
o1012o301,exact,size,hasbooktitle,0.0,0.0
o1012o301,exact,size,hasaffiliation,0.0,0.0
o1012o301,exact,size,incollection,0.0,0.0
o1012o301,exact,size,hasabstract,0.0,0.0
o1012o301,exact,size,haspublisher,0.0,0.0
o1012o301,exact,size,entry,0.0,0.0
o1012o301,exact,misc,hasyear,0.0,0.0
o1012o301,exact,misc,misc,1.0,1.0
o1012o301,exact,misc,hasnote,0.0,0.0
o1012o301,exact,misc,hasmrnumber,0.0,0.0
o1012o301,exact,misc,hasissn,0.0,0.0
o1012o301,exact,misc,haskey,0.0,0.0
o1012o301,exact,misc,hasseries,0.0,0.0
o1012o301,exact,misc,pagechapterdata,0.0,0.0
o1012o301,exact,misc,hasnumber,0.0,0.0
o1012o301,exact,misc,manual,0.0,0.0
o1012o301,exact,misc,hasseries,0.0,0.0
o1012o301,exact,misc,hasurl,0.0,0.0
o1012o301,exact,misc,misc,0.0,0.0
o1012o301,exact,misc,hasyear,0.0,0.0
o1012o301,exact,misc,unpublished,0.0,0.0
o1012o301,exact,misc,howpublished,0.0,0.0
o1012o301,exact,misc,hasannotation,0.0,0.0
o1012o301,exact,misc,haslocation,0.0,0.0
o1012o301,exact,misc,book,0.0,0.0
o1012o301,exact,misc,haskey,0.0,0.0
o1012o301,exact,misc,techreport,0.0,0.0
o1012o301,exact,misc,proceedings,0.0,0.0
o1012o301,exact,misc,hasnumber,0.0,0.0
o1012o301,exact,misc,hasprice,0.0,0.0
o1012o301,exact,misc,hasinstitution,0.0,0.0
o1012o301,exact,misc,hasaddress,0.0,0.0
o1012o301,exact,misc,inproceedings,0.0,0.0
o1012o301,exact,misc,hasjournal,0.0,0.0
o1012o301,exact,misc,haspublisher,0.0,0.0
o1012o301,exact,misc,hasisbn,0.0,0.0
o1012o301,exact,misc,proceedings,0.0,0.0
o1012o301,exact,misc,booklet,0.0,0.0
o1012o301,exact,misc,hasorganization,0.0,0.0
o1012o301,exact,misc,hascopyright,0.0,0.0
o1012o301,exact,misc,hasedition,0.0,0.0
o1012o301,exact,misc,inbook,0.0,0.0
o1012o301,exact,misc,phdthesis,0.0,0.0
o1012o301,exact,misc,haslanguage,0.0,0.0
o1012o301,exact,misc,haskeywords,0.0,0.0
o1012o301,exact,misc,hascopyright,0.0,0.0
o1012o301,exact,misc,hasaffiliation,0.0,0.0
o1012o301,exact,misc,hasinstitution,0.0,0.0
o1012o301,exact,misc,hassize,0.0,0.0
o1012o301,exact,misc,humancreator,0.0,0.0
o1012o301,exact,misc,haslccn,0.0,0.0
o1012o301,exact,misc,howpublished,0.0,0.0
o1012o301,exact,misc,hasorganization,0.0,0.0
o1012o301,exact,misc,hasisbn,0.0,0.0
o1012o301,exact,misc,hasjournal,0.0,0.0
o1012o301,exact,misc,hasissn,0.0,0.0
o1012o301,exact,misc,hasprice,0.0,0.0
o1012o301,exact,misc,haslocation,0.0,0.0
o1012o301,exact,misc,hasauthortest,0.0,0.0
o1012o301,exact,misc,inproceedings,0.0,0.0
o1012o301,exact,misc,hasmrnumber,0.0,0.0
o1012o301,exact,misc,inbook,0.0,0.0
o1012o301,exact,misc,hastype,0.0,0.0
o1012o301,exact,misc,hasauthor,0.0,0.0
o1012o301,exact,misc,hastype,0.0,0.0
o1012o301,exact,misc,haschapter,0.0,0.0
o1012o301,exact,misc,hasauthor,0.0,0.0
o1012o301,exact,misc,hasaddress,0.0,0.0
o1012o301,exact,misc,haslccn,0.0,0.0
o1012o301,exact,misc,conference,0.0,0.0
o1012o301,exact,misc,hasabstract,0.0,0.0
o1012o301,exact,misc,hastitle,0.0,0.0
o1012o301,exact,misc,hasmonth,0.0,0.0
o1012o301,exact,misc,article,0.0,0.0
o1012o301,exact,misc,hascrossref,0.0,0.0
o1012o301,exact,misc,incollection,0.0,0.0
o1012o301,exact,misc,hasbooktitle,0.0,0.0
o1012o301,exact,misc,haseditor,0.0,0.0
o1012o301,exact,misc,manual,0.0,0.0
o1012o301,exact,misc,hasannotation,0.0,0.0
o1012o301,exact,misc,phdthesis,0.0,0.0
o1012o301,exact,misc,hasurl,0.0,0.0
o1012o301,exact,misc,mastersthesis,0.0,0.0
o1012o301,exact,misc,haspages,0.0,0.0
o1012o301,exact,misc,haseditor,0.0,0.0
o1012o301,exact,misc,entry,0.0,0.0
o1012o301,exact,misc,humancreator,0.0,0.0
o1012o301,exact,misc,booklet,0.0,0.0
o1012o301,exact,misc,hasvolume,0.0,0.0
o1012o301,exact,misc,hascontents,0.0,0.0
o1012o301,exact,misc,article,0.0,0.0
o1012o301,exact,misc,hasschool,0.0,0.0
o1012o301,exact,misc,hasvolume,0.0,0.0
o1012o301,exact,misc,hascontents,0.0,0.0
o1012o301,exact,misc,techreport,0.0,0.0
o1012o301,exact,misc,haskeywords,0.0,0.0
o1012o301,exact,misc,hassize,0.0,0.0
o1012o301,exact,misc,hastitle,0.0,0.0
o1012o301,exact,misc,hasmonth,0.0,0.0
o1012o301,exact,misc,haschapter,0.0,0.0
o1012o301,exact,misc,book,0.0,0.0
o1012o301,exact,misc,mastersthesis,0.0,0.0
o1012o301,exact,misc,unpublished,0.0,0.0
o1012o301,exact,misc,haspages,0.0,0.0
o1012o301,exact,misc,hasnote,0.0,0.0
o1012o301,exact,misc,hasedition,0.0,0.0
o1012o301,exact,misc,pageand/orchapterdata,0.0,0.0
o1012o301,exact,misc,hasschool,0.0,0.0
o1012o301,exact,misc,hasbooktitle,0.0,0.0
o1012o301,exact,misc,hasaffiliation,0.0,0.0
o1012o301,exact,misc,incollection,0.0,0.0
o1012o301,exact,misc,hasabstract,0.0,0.0
o1012o301,exact,misc,haspublisher,0.0,0.0
o1012o301,exact,misc,entry,0.0,0.0
o1012o301,exact,communications,hasyear,0.0,0.0
o1012o301,exact,communications,misc,0.0,0.0
o1012o301,exact,communications,hasnote,0.0,0.0
o1012o301,exact,communications,hasmrnumber,0.0,0.0
o1012o301,exact,communications,hasissn,0.0,0.0
o1012o301,exact,communications,haskey,0.0,0.0
o1012o301,exact,communications,hasseries,0.0,0.0
o1012o301,exact,communications,pagechapterdata,0.0,0.0
o1012o301,exact,communications,hasnumber,0.0,0.0
o1012o301,exact,communications,manual,0.0,0.0
o1012o301,exact,communications,hasseries,0.0,0.0
o1012o301,exact,communications,hasurl,0.0,0.0
o1012o301,exact,communications,misc,0.0,0.0
o1012o301,exact,communications,hasyear,0.0,0.0
o1012o301,exact,communications,unpublished,0.0,0.0
o1012o301,exact,communications,howpublished,0.0,0.0
o1012o301,exact,communications,hasannotation,0.0,0.0
o1012o301,exact,communications,haslocation,0.0,0.0
o1012o301,exact,communications,book,0.0,0.0
o1012o301,exact,communications,haskey,0.0,0.0
o1012o301,exact,communications,techreport,0.0,0.0
o1012o301,exact,communications,proceedings,0.0,0.0
o1012o301,exact,communications,hasnumber,0.0,0.0
o1012o301,exact,communications,hasprice,0.0,0.0
o1012o301,exact,communications,hasinstitution,0.0,0.0
o1012o301,exact,communications,hasaddress,0.0,0.0
o1012o301,exact,communications,inproceedings,0.0,0.0
o1012o301,exact,communications,hasjournal,0.0,0.0
o1012o301,exact,communications,haspublisher,0.0,0.0
o1012o301,exact,communications,hasisbn,0.0,0.0
o1012o301,exact,communications,proceedings,0.0,0.0
o1012o301,exact,communications,booklet,0.0,0.0
o1012o301,exact,communications,hasorganization,0.0,0.0
o1012o301,exact,communications,hascopyright,0.0,0.0
o1012o301,exact,communications,hasedition,0.0,0.0
o1012o301,exact,communications,inbook,0.0,0.0
o1012o301,exact,communications,phdthesis,0.0,0.0
o1012o301,exact,communications,haslanguage,0.0,0.0
o1012o301,exact,communications,haskeywords,0.0,0.0
o1012o301,exact,communications,hascopyright,0.0,0.0
o1012o301,exact,communications,hasaffiliation,0.0,0.0
o1012o301,exact,communications,hasinstitution,0.0,0.0
o1012o301,exact,communications,hassize,0.0,0.0
o1012o301,exact,communications,humancreator,0.0,0.0
o1012o301,exact,communications,haslccn,0.0,0.0
o1012o301,exact,communications,howpublished,0.0,0.0
o1012o301,exact,communications,hasorganization,0.0,0.0
o1012o301,exact,communications,hasisbn,0.0,0.0
o1012o301,exact,communications,hasjournal,0.0,0.0
o1012o301,exact,communications,hasissn,0.0,0.0
o1012o301,exact,communications,hasprice,0.0,0.0
o1012o301,exact,communications,haslocation,0.0,0.0
o1012o301,exact,communications,hasauthortest,0.0,0.0
o1012o301,exact,communications,inproceedings,0.0,0.0
o1012o301,exact,communications,hasmrnumber,0.0,0.0
o1012o301,exact,communications,inbook,0.0,0.0
o1012o301,exact,communications,hastype,0.0,0.0
o1012o301,exact,communications,hasauthor,0.0,0.0
o1012o301,exact,communications,hastype,0.0,0.0
o1012o301,exact,communications,haschapter,0.0,0.0
o1012o301,exact,communications,hasauthor,0.0,0.0
o1012o301,exact,communications,hasaddress,0.0,0.0
o1012o301,exact,communications,haslccn,0.0,0.0
o1012o301,exact,communications,conference,0.0,0.0
o1012o301,exact,communications,hasabstract,0.0,0.0
o1012o301,exact,communications,hastitle,0.0,0.0
o1012o301,exact,communications,hasmonth,0.0,0.0
o1012o301,exact,communications,article,0.0,0.0
o1012o301,exact,communications,hascrossref,0.0,0.0
o1012o301,exact,communications,incollection,0.0,0.0
o1012o301,exact,communications,hasbooktitle,0.0,0.0
o1012o301,exact,communications,haseditor,0.0,0.0
o1012o301,exact,communications,manual,0.0,0.0
o1012o301,exact,communications,hasannotation,0.0,0.0
o1012o301,exact,communications,phdthesis,0.0,0.0
o1012o301,exact,communications,hasurl,0.0,0.0
o1012o301,exact,communications,mastersthesis,0.0,0.0
o1012o301,exact,communications,haspages,0.0,0.0
o1012o301,exact,communications,haseditor,0.0,0.0
o1012o301,exact,communications,entry,0.0,0.0
o1012o301,exact,communications,humancreator,0.0,0.0
o1012o301,exact,communications,booklet,0.0,0.0
o1012o301,exact,communications,hasvolume,0.0,0.0
o1012o301,exact,communications,hascontents,0.0,0.0
o1012o301,exact,communications,article,0.0,0.0
o1012o301,exact,communications,hasschool,0.0,0.0
o1012o301,exact,communications,hasvolume,0.0,0.0
o1012o301,exact,communications,hascontents,0.0,0.0
o1012o301,exact,communications,techreport,0.0,0.0
o1012o301,exact,communications,haskeywords,0.0,0.0
o1012o301,exact,communications,hassize,0.0,0.0
o1012o301,exact,communications,hastitle,0.0,0.0
o1012o301,exact,communications,hasmonth,0.0,0.0
o1012o301,exact,communications,haschapter,0.0,0.0
o1012o301,exact,communications,book,0.0,0.0
o1012o301,exact,communications,mastersthesis,0.0,0.0
o1012o301,exact,communications,unpublished,0.0,0.0
o1012o301,exact,communications,haspages,0.0,0.0
o1012o301,exact,communications,hasnote,0.0,0.0
o1012o301,exact,communications,hasedition,0.0,0.0
o1012o301,exact,communications,pageand/orchapterdata,0.0,0.0
o1012o301,exact,communications,hasschool,0.0,0.0
o1012o301,exact,communications,hasbooktitle,0.0,0.0
o1012o301,exact,communications,hasaffiliation,0.0,0.0
o1012o301,exact,communications,incollection,0.0,0.0
o1012o301,exact,communications,hasabstract,0.0,0.0
o1012o301,exact,communications,haspublisher,0.0,0.0
o1012o301,exact,communications,entry,0.0,0.0
o1012o301,exact,date,hasyear,1.0,1.0
o1012o301,exact,date,misc,0.0,0.0
o1012o301,exact,date,hasnote,0.0,0.0
o1012o301,exact,date,hasmrnumber,0.0,0.0
o1012o301,exact,date,hasissn,0.0,0.0
o1012o301,exact,date,haskey,0.0,0.0
o1012o301,exact,date,hasseries,0.0,0.0
o1012o301,exact,date,pagechapterdata,0.0,0.0
o1012o301,exact,date,hasnumber,0.0,0.0
o1012o301,exact,date,manual,0.0,0.0
o1012o301,exact,date,hasseries,0.0,0.0
o1012o301,exact,date,hasurl,0.0,0.0
o1012o301,exact,date,misc,0.0,0.0
o1012o301,exact,date,hasyear,0.0,0.0
o1012o301,exact,date,unpublished,0.0,0.0
o1012o301,exact,date,howpublished,0.0,0.0
o1012o301,exact,date,hasannotation,0.0,0.0
o1012o301,exact,date,haslocation,0.0,0.0
o1012o301,exact,date,book,0.0,0.0
o1012o301,exact,date,haskey,0.0,0.0
o1012o301,exact,date,techreport,0.0,0.0
o1012o301,exact,date,proceedings,0.0,0.0
o1012o301,exact,date,hasnumber,0.0,0.0
o1012o301,exact,date,hasprice,0.0,0.0
o1012o301,exact,date,hasinstitution,0.0,0.0
o1012o301,exact,date,hasaddress,0.0,0.0
o1012o301,exact,date,inproceedings,0.0,0.0
o1012o301,exact,date,hasjournal,0.0,0.0
o1012o301,exact,date,haspublisher,0.0,0.0
o1012o301,exact,date,hasisbn,0.0,0.0
o1012o301,exact,date,proceedings,0.0,0.0
o1012o301,exact,date,booklet,0.0,0.0
o1012o301,exact,date,hasorganization,0.0,0.0
o1012o301,exact,date,hascopyright,0.0,0.0
o1012o301,exact,date,hasedition,0.0,0.0
o1012o301,exact,date,inbook,0.0,0.0
o1012o301,exact,date,phdthesis,0.0,0.0
o1012o301,exact,date,haslanguage,0.0,0.0
o1012o301,exact,date,haskeywords,0.0,0.0
o1012o301,exact,date,hascopyright,0.0,0.0
o1012o301,exact,date,hasaffiliation,0.0,0.0
o1012o301,exact,date,hasinstitution,0.0,0.0
o1012o301,exact,date,hassize,0.0,0.0
o1012o301,exact,date,humancreator,0.0,0.0
o1012o301,exact,date,haslccn,0.0,0.0
o1012o301,exact,date,howpublished,0.0,0.0
o1012o301,exact,date,hasorganization,0.0,0.0
o1012o301,exact,date,hasisbn,0.0,0.0
o1012o301,exact,date,hasjournal,0.0,0.0
o1012o301,exact,date,hasissn,0.0,0.0
o1012o301,exact,date,hasprice,0.0,0.0
o1012o301,exact,date,haslocation,0.0,0.0
o1012o301,exact,date,hasauthortest,0.0,0.0
o1012o301,exact,date,inproceedings,0.0,0.0
o1012o301,exact,date,hasmrnumber,0.0,0.0
o1012o301,exact,date,inbook,0.0,0.0
o1012o301,exact,date,hastype,0.0,0.0
o1012o301,exact,date,hasauthor,0.0,0.0
o1012o301,exact,date,hastype,0.0,0.0
o1012o301,exact,date,haschapter,0.0,0.0
o1012o301,exact,date,hasauthor,0.0,0.0
o1012o301,exact,date,hasaddress,0.0,0.0
o1012o301,exact,date,haslccn,0.0,0.0
o1012o301,exact,date,conference,0.0,0.0
o1012o301,exact,date,hasabstract,0.0,0.0
o1012o301,exact,date,hastitle,0.0,0.0
o1012o301,exact,date,hasmonth,0.0,0.0
o1012o301,exact,date,article,0.0,0.0
o1012o301,exact,date,hascrossref,0.0,0.0
o1012o301,exact,date,incollection,0.0,0.0
o1012o301,exact,date,hasbooktitle,0.0,0.0
o1012o301,exact,date,haseditor,0.0,0.0
o1012o301,exact,date,manual,0.0,0.0
o1012o301,exact,date,hasannotation,0.0,0.0
o1012o301,exact,date,phdthesis,0.0,0.0
o1012o301,exact,date,hasurl,0.0,0.0
o1012o301,exact,date,mastersthesis,0.0,0.0
o1012o301,exact,date,haspages,0.0,0.0
o1012o301,exact,date,haseditor,0.0,0.0
o1012o301,exact,date,entry,0.0,0.0
o1012o301,exact,date,humancreator,0.0,0.0
o1012o301,exact,date,booklet,0.0,0.0
o1012o301,exact,date,hasvolume,0.0,0.0
o1012o301,exact,date,hascontents,0.0,0.0
o1012o301,exact,date,article,0.0,0.0
o1012o301,exact,date,hasschool,0.0,0.0
o1012o301,exact,date,hasvolume,0.0,0.0
o1012o301,exact,date,hascontents,0.0,0.0
o1012o301,exact,date,techreport,0.0,0.0
o1012o301,exact,date,haskeywords,0.0,0.0
o1012o301,exact,date,hassize,0.0,0.0
o1012o301,exact,date,hastitle,0.0,0.0
o1012o301,exact,date,hasmonth,0.0,0.0
o1012o301,exact,date,haschapter,0.0,0.0
o1012o301,exact,date,book,0.0,0.0
o1012o301,exact,date,mastersthesis,0.0,0.0
o1012o301,exact,date,unpublished,0.0,0.0
o1012o301,exact,date,haspages,0.0,0.0
o1012o301,exact,date,hasnote,0.0,0.0
o1012o301,exact,date,hasedition,0.0,0.0
o1012o301,exact,date,pageand/orchapterdata,0.0,0.0
o1012o301,exact,date,hasschool,0.0,0.0
o1012o301,exact,date,hasbooktitle,0.0,0.0
o1012o301,exact,date,hasaffiliation,0.0,0.0
o1012o301,exact,date,incollection,0.0,0.0
o1012o301,exact,date,hasabstract,0.0,0.0
o1012o301,exact,date,haspublisher,0.0,0.0
o1012o301,exact,date,entry,0.0,0.0
o1012o301,exact,abstract,hasyear,0.0,0.0
o1012o301,exact,abstract,misc,0.0,0.0
o1012o301,exact,abstract,hasnote,0.0,0.0
o1012o301,exact,abstract,hasmrnumber,0.0,0.0
o1012o301,exact,abstract,hasissn,0.0,0.0
o1012o301,exact,abstract,haskey,0.0,0.0
o1012o301,exact,abstract,hasseries,0.0,0.0
o1012o301,exact,abstract,pagechapterdata,0.0,0.0
o1012o301,exact,abstract,hasnumber,0.0,0.0
o1012o301,exact,abstract,manual,0.0,0.0
o1012o301,exact,abstract,hasseries,0.0,0.0
o1012o301,exact,abstract,hasurl,0.0,0.0
o1012o301,exact,abstract,misc,0.0,0.0
o1012o301,exact,abstract,hasyear,0.0,0.0
o1012o301,exact,abstract,unpublished,0.0,0.0
o1012o301,exact,abstract,howpublished,0.0,0.0
