instance,alg,candName,targName,conf,realConf,order
Excel2CIDX,exactMatch,PurchaseOrder,PO.POBillTo.street3,0,0,92
Excel2CIDX,exactMatch,PurchaseOrder,PO.POBillTo.street4,0,0,93
Excel2CIDX,exactMatch,PurchaseOrder,PO.POBillTo.postalCode,0,0,94
Excel2CIDX,exactMatch,PurchaseOrder,PO.POBillTo.entityidentifider,0,0,95
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines,0,0,96
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.startAt,0,0,97
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.count,0,0,98
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.Item,0,0,99
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.Item.uom,0,0,100
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.Item.unitPrice,0,0,101
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.Item.qty,0,0,102
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.Item.partNo,0,0,103
Excel2CIDX,exactMatch,PurchaseOrder,PO.POLines.Item.line,0,0,104
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo,1,1,9
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO,0,0,538
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POHeader,0,0,539
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POHeader.poDate,0,0,540
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POHeader.poNumber,0,0,541
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.Contact,0,0,542
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.Contact.contactName,0,0,543
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.Contact.contactFunctionCode,0,0,544
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.Contact.contactEmail,0,0,545
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.Contact.contactPhone,0,0,546
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.city,0,0,547
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.attn,0,0,548
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.country,0,0,549
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.stateProvince,0,0,550
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.street1,0,0,551
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.street2,0,0,552
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.street3,0,0,553
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.street4,0,0,554
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.postalCode,0,0,555
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.entityidentifider,0,0,556
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo,0,0,557
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.city,0,0,558
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.attn,0,0,559
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.country,0,0,560
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.stateProvince,0,0,561
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.street1,0,0,562
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.street2,0,0,563
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.street3,0,0,564
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.street4,0,0,565
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.postalCode,0,0,566
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.entityidentifider,0,0,567
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines,0,0,568
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.startAt,0,0,569
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.count,0,0,570
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.Item,0,0,571
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.Item.uom,0,0,572
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.Item.unitPrice,0,0,573
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.Item.qty,0,0,574
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.Item.partNo,0,0,575
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POLines.Item.line,0,0,576
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO,0,0,773
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POHeader,0,0,774
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POHeader.poDate,0,0,775
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POHeader.poNumber,0,0,776
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.Contact,0,0,777
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.Contact.contactName,0,0,778
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.Contact.contactFunctionCode,0,0,779
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.Contact.contactEmail,0,0,780
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.Contact.contactPhone,0,0,781
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo,0,0,782
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.city,0,0,783
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.attn,0,0,784
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.country,0,0,785
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.stateProvince,0,0,786
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.street1,0,0,787
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.street2,0,0,788
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.street3,0,0,789
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.street4,0,0,790
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.postalCode,0,0,791
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POShipTo.entityidentifider,0,0,792
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo,0,0,793
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.city,0,0,794
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.attn,0,0,795
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.country,0,0,796
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.stateProvince,0,0,797
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.street1,0,0,798
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.street2,0,0,799
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.street3,0,0,800
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.street4,0,0,801
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.postalCode,0,0,802
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POBillTo.entityidentifider,0,0,803
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines,0,0,804
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.startAt,0,0,805
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.count,0,0,806
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.Item,0,0,807
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.Item.uom,0,0,808
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.Item.unitPrice,0,0,809
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.Item.qty,0,0,810
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.Item.partNo,0,0,811
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address,PO.POLines.Item.line,0,0,812
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.city,1,1,33
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO,0,0,1074
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POHeader,0,0,1075
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POHeader.poDate,0,0,1076
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POHeader.poNumber,0,0,1077
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.Contact,0,0,1078
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.Contact.contactName,0,0,1079
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.Contact.contactFunctionCode,0,0,1080
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.Contact.contactEmail,0,0,1081
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.Contact.contactPhone,0,0,1082
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo,0,0,1083
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.attn,0,0,1084
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.country,0,0,1085
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.stateProvince,0,0,1086
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.street1,0,0,1087
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.street2,0,0,1088
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.street3,0,0,1089
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.street4,0,0,1090
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.postalCode,0,0,1091
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.entityidentifider,0,0,1092
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo,0,0,1093
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.city,0,0,1094
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.attn,0,0,1095
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.country,0,0,1096
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.stateProvince,0,0,1097
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.street1,0,0,1098
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.street2,0,0,1099
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.street3,0,0,1100
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.street4,0,0,1101
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.postalCode,0,0,1102
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.entityidentifider,0,0,1103
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines,0,0,1104
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.startAt,0,0,1105
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.count,0,0,1106
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.Item,0,0,1107
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.Item.uom,0,0,1108
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.Item.unitPrice,0,0,1109
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.Item.qty,0,0,1110
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.Item.partNo,0,0,1111
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.Item.line,0,0,1112
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.country,1,1,32
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO,0,0,1035
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POHeader,0,0,1036
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POHeader.poDate,0,0,1037
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POHeader.poNumber,0,0,1038
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.Contact,0,0,1039
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.Contact.contactName,0,0,1040
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.Contact.contactFunctionCode,0,0,1041
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.Contact.contactEmail,0,0,1042
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.Contact.contactPhone,0,0,1043
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo,0,0,1044
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.city,0,0,1045
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.attn,0,0,1046
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.stateProvince,0,0,1047
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.street1,0,0,1048
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.street2,0,0,1049
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.street3,0,0,1050
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.street4,0,0,1051
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.postalCode,0,0,1052
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.entityidentifider,0,0,1053
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo,0,0,1054
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.city,0,0,1055
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.attn,0,0,1056
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.country,0,0,1057
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.stateProvince,0,0,1058
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.street1,0,0,1059
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.street2,0,0,1060
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.street3,0,0,1061
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.street4,0,0,1062
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.postalCode,0,0,1063
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.entityidentifider,0,0,1064
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines,0,0,1065
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.startAt,0,0,1066
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.count,0,0,1067
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.Item,0,0,1068
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.Item.uom,0,0,1069
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.Item.unitPrice,0,0,1070
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.Item.qty,0,0,1071
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.Item.partNo,0,0,1072
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.Item.line,0,0,1073
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.postalCode,1,1,31
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO,0,0,996
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POHeader,0,0,997
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POHeader.poDate,0,0,998
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POHeader.poNumber,0,0,999
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.Contact,0,0,1000
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.Contact.contactName,0,0,1001
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.Contact.contactFunctionCode,0,0,1002
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.Contact.contactEmail,0,0,1003
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.Contact.contactPhone,0,0,1004
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo,0,0,1005
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.city,0,0,1006
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.attn,0,0,1007
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.country,0,0,1008
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.stateProvince,0,0,1009
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.street1,0,0,1010
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.street2,0,0,1011
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.street3,0,0,1012
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.street4,0,0,1013
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POShipTo.entityidentifider,0,0,1014
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo,0,0,1015
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.city,0,0,1016
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.attn,0,0,1017
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.country,0,0,1018
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.stateProvince,0,0,1019
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.street1,0,0,1020
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.street2,0,0,1021
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.street3,0,0,1022
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.street4,0,0,1023
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.postalCode,0,0,1024
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POBillTo.entityidentifider,0,0,1025
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines,0,0,1026
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.startAt,0,0,1027
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.count,0,0,1028
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.Item,0,0,1029
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.Item.uom,0,0,1030
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.Item.unitPrice,0,0,1031
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.Item.qty,0,0,1032
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.Item.partNo,0,0,1033
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.postalCode,PO.POLines.Item.line,0,0,1034
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.stateProvince,1,1,30
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO,0,0,957
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POHeader,0,0,958
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POHeader.poDate,0,0,959
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POHeader.poNumber,0,0,960
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact,0,0,961
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact.contactName,0,0,962
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact.contactFunctionCode,0,0,963
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact.contactEmail,0,0,964
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact.contactPhone,0,0,965
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo,0,0,966
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.city,0,0,967
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.attn,0,0,968
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.country,0,0,969
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.street1,0,0,970
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.street2,0,0,971
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.street3,0,0,972
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.street4,0,0,973
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.postalCode,0,0,974
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POShipTo.entityidentifider,0,0,975
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo,0,0,976
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.city,0,0,977
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.attn,0,0,978
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.country,0,0,979
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.stateProvince,0,0,980
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.street1,0,0,981
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POBillTo.street2,0,0,982
