candName,targName,Ontobuilder Term Match,AMC Token Path,WordNet Jiang Conrath,ADnEV
PurchaseOrder,PO.POLines.Item.qty,0,0.158974364,0.070490396,0.076488253
PurchaseOrder,PO.POLines.Item.partNo,0.149935897,0.214285716,0.127238035,0.163819883
PurchaseOrder,PO.POLines.Item.line,0.127435897,0.192307696,0.07007516,0.129939584
PurchaseOrder.Items,PO,0,0.138461545,0,0.046153848
PurchaseOrder.Items,PO.POHeader,0.095555556,0.270769209,0.067020398,0.144448388
PurchaseOrder.Items,PO.POHeader.poDate,0.263333333,0.316666663,0.066882465,0.215627487
PurchaseOrder.Items,PO.POHeader.poNumber,0.091111111,0.281196564,0.074808405,0.149038693
PurchaseOrder.Items,PO.Contact,0.146666667,0.167912096,0.066740745,0.127106503
PurchaseOrder.Items,PO.Contact.contactName,0.127792208,0.207142845,0.128959095,0.154631383
PurchaseOrder.Items,PO.Contact.contactFunctionCode,0.112560568,0.255102038,0.11250939,0.160057332
PurchaseOrder.Items,PO.Contact.contactEmail,0.178095238,0.160760075,0.066740745,0.135198686
PurchaseOrder.Items,PO.Contact.contactPhone,0.078095238,0.239285707,0.066740745,0.128040563
PurchaseOrder.Items,PO.POShipTo,0.066666667,0.184615374,0.063582183,0.104954741
PurchaseOrder.Items,PO.POShipTo.city,0.386666667,0.186813191,0.07293483,0.215471563
PurchaseOrder.Items,PO.POShipTo.attn,0.176666667,0.186813191,0.062054939,0.141844932
PurchaseOrder.Items,PO.POShipTo.country,0.057142857,0.211302981,0.073926283,0.11412404
PurchaseOrder.Items,PO.POShipTo.stateProvince,0.138974359,0.212980762,0.071055337,0.141003486
PurchaseOrder.Items,PO.POShipTo.street1,0.16952381,0.223547891,0.064972174,0.152681292
PurchaseOrder.Items,PO.POShipTo.street2,0.16952381,0.223547891,0.064972174,0.152681292
PurchaseOrder.Items,PO.POShipTo.street3,0.16952381,0.223547891,0.064972174,0.152681292
PurchaseOrder.Items,PO.POShipTo.street4,0.16952381,0.223547891,0.064972174,0.152681292
PurchaseOrder.Items,PO.POShipTo.postalCode,0.129444444,0.256730765,0.062424144,0.149533118
PurchaseOrder.Items,PO.POShipTo.entityidentifider,0.17963161,0.204204485,0.070855287,0.151563794
PurchaseOrder.Items,PO.POBillTo,0.115,0.158974349,0.06561988,0.113198076
PurchaseOrder.Items,PO.POBillTo.city,0.386666667,0.16483517,0.07293483,0.208145556
PurchaseOrder.Items,PO.POBillTo.attn,0.176666667,0.16483517,0.062054939,0.134518925
PurchaseOrder.Items,PO.POBillTo.country,0.057142857,0.18932496,0.073926283,0.106798033
PurchaseOrder.Items,PO.POBillTo.stateProvince,0.138974359,0.193749994,0.071055337,0.13459323
PurchaseOrder.Items,PO.POBillTo.street1,0.16952381,0.20156987,0.064972174,0.145355285
PurchaseOrder.Items,PO.POBillTo.street2,0.16952381,0.20156987,0.064972174,0.145355285
PurchaseOrder.Items,PO.POBillTo.street3,0.16952381,0.20156984,0.064972174,0.145355275
PurchaseOrder.Items,PO.POBillTo.street4,0.16952381,0.20156987,0.064972174,0.145355285
PurchaseOrder.Items,PO.POBillTo.postalCode,0.129444444,0.237499997,0.062424144,0.143122862
PurchaseOrder.Items,PO.POBillTo.entityidentifider,0.17963161,0.182226464,0.070855287,0.144237787
PurchaseOrder.Items,PO.POLines,0.13047619,0.270769209,0.072077042,0.257774147
PurchaseOrder.Items,PO.POLines.startAt,0.16047619,0.250549465,0.069978009,0.160334555
PurchaseOrder.Items,PO.POLines.count,0.08,0.246474341,0.059495832,0.128656724
PurchaseOrder.Items,PO.POLines.Item,0.99998,0.42564103,1,0.808540343
PurchaseOrder.Items,PO.POLines.Item.uom,0.182222222,0.3934066,0,0.191876274
PurchaseOrder.Items,PO.POLines.Item.unitPrice,0.133333333,0.412980765,0.086427474,0.210913857
PurchaseOrder.Items,PO.POLines.Item.qty,0.182222222,0.3934066,0,0.191876274
PurchaseOrder.Items,PO.POLines.Item.partNo,0.066666667,0.387500018,0.221548652,0.225238446
PurchaseOrder.Items,PO.POLines.Item.line,0.206666667,0.3934066,0.072077042,0.224050103
PurchaseOrder.Items.itemCount,PO,0.157777778,0.125641018,0,0.094472932
PurchaseOrder.Items.itemCount,PO.POHeader,0.148333333,0.245787546,0.063154338,0.152425072
PurchaseOrder.Items.itemCount,PO.POHeader.poDate,0.256666667,0.293750018,0.073259502,0.207892062
PurchaseOrder.Items.itemCount,PO.POHeader.poNumber,0.146666667,0.256730765,0.070055361,0.157817598
PurchaseOrder.Items.itemCount,PO.Contact,0.49998,0.242386177,0.064472794,0.268946324
PurchaseOrder.Items.itemCount,PO.Contact.contactName,0.333313333,0.262500018,0.099243777,0.231685709
PurchaseOrder.Items.itemCount,PO.Contact.contactFunctionCode,0.28438164,0.293650776,0.089729774,0.222587397
PurchaseOrder.Items.itemCount,PO.Contact.contactEmail,0.333313333,0.232692316,0.064472794,0.210159481
PurchaseOrder.Items.itemCount,PO.Contact.contactPhone,0.333313333,0.286607146,0.065738467,0.228552982
PurchaseOrder.Items.itemCount,PO.POShipTo,0.101111111,0.200961545,0.062953161,0.121675272
PurchaseOrder.Items.itemCount,PO.POShipTo.city,0.266666667,0.206410259,0.06840246,0.180493129
PurchaseOrder.Items.itemCount,PO.POShipTo.attn,0.144444444,0.206410259,0.077106253,0.142653652
PurchaseOrder.Items.itemCount,PO.POShipTo.country,0.584761905,0.324664235,0.069277706,0.326234615
PurchaseOrder.Items.itemCount,PO.POShipTo.stateProvince,0.195641026,0.225384623,0.079315527,0.166780392
PurchaseOrder.Items.itemCount,PO.POShipTo.street1,0.163492063,0.233394384,0.06132595,0.152737466
PurchaseOrder.Items.itemCount,PO.POShipTo.street2,0.163492063,0.233394384,0.06132595,0.152737466
PurchaseOrder.Items.itemCount,PO.POShipTo.street3,0.163492063,0.233394384,0.06132595,0.152737466
PurchaseOrder.Items.itemCount,PO.POShipTo.street4,0.163492063,0.233394384,0.06132595,0.152737466
PurchaseOrder.Items.itemCount,PO.POShipTo.postalCode,0.288444444,0.275384605,0.059043421,0.207624157
PurchaseOrder.Items.itemCount,PO.POShipTo.entityidentifider,0.225995247,0.214381263,0.078094417,0.172823642
PurchaseOrder.Items.itemCount,PO.POBillTo,0.151111111,0.181730777,0.064030097,0.132290662
PurchaseOrder.Items.itemCount,PO.POBillTo.city,0.266666667,0.189316243,0.06840246,0.174795123
PurchaseOrder.Items.itemCount,PO.POBillTo.attn,0.144444444,0.189316243,0.077106253,0.136955647
PurchaseOrder.Items.itemCount,PO.POBillTo.country,0.584761905,0.307570189,0.069277706,0.3205366
PurchaseOrder.Items.itemCount,PO.POBillTo.stateProvince,0.195641026,0.209999993,0.079315527,0.161652182
PurchaseOrder.Items.itemCount,PO.POBillTo.street1,0.163492063,0.216300368,0.06132595,0.14703946
PurchaseOrder.Items.itemCount,PO.POBillTo.street2,0.163492063,0.216300368,0.06132595,0.14703946
PurchaseOrder.Items.itemCount,PO.POBillTo.street3,0.163492063,0.216300368,0.06132595,0.14703946
PurchaseOrder.Items.itemCount,PO.POBillTo.street4,0.163492063,0.216300368,0.06132595,0.14703946
PurchaseOrder.Items.itemCount,PO.POBillTo.postalCode,0.288444444,0.25999999,0.059043421,0.202495952
PurchaseOrder.Items.itemCount,PO.POBillTo.entityidentifider,0.225995247,0.197287247,0.078094417,0.167125637
PurchaseOrder.Items.itemCount,PO.POLines,0.164444444,0.279120862,0.067644177,0.170403161
PurchaseOrder.Items.itemCount,PO.POLines.startAt,0.151111111,0.267094016,0.072958877,0.163721335
PurchaseOrder.Items.itemCount,PO.POLines.count,0.6,0.469230771,0.529747916,0.632992896
PurchaseOrder.Items.itemCount,PO.POLines.Item,0.511111111,0.494230807,0.529747916,0.511696611
PurchaseOrder.Items.itemCount,PO.POLines.Item.uom,0.15,0.467094064,0,0.205698021
PurchaseOrder.Items.itemCount,PO.POLines.Item.unitPrice,0.226111111,0.514999986,0.122495473,0.287868857
PurchaseOrder.Items.itemCount,PO.POLines.Item.qty,0.15,0.467094064,0.03116207,0.216085378
PurchaseOrder.Items.itemCount,PO.POLines.Item.partNo,0.149444444,0.449999988,0.151443848,0.250296093
PurchaseOrder.Items.itemCount,PO.POLines.Item.line,0.177777778,0.467094064,0.067644177,0.23750534
PurchaseOrder.Items.Item,PO,0,0.110769235,0,0.036923078
PurchaseOrder.Items.Item,PO.POHeader,0.097222222,0.253418803,0.067020398,0.139220474
PurchaseOrder.Items.Item,PO.POHeader.poDate,0.266666667,0.307142884,0.066882465,0.213564005
PurchaseOrder.Items.Item,PO.POHeader.poNumber,0.094444444,0.264835149,0.074808405,0.144695999
PurchaseOrder.Items.Item,PO.Contact,0.15,0.163736254,0.066740745,0.126825666
PurchaseOrder.Items.Item,PO.Contact.contactName,0.132792208,0.197959185,0.128959095,0.153236829
PurchaseOrder.Items.Item,PO.Contact.contactFunctionCode,0.115893901,0.241071418,0.11250939,0.15649157
PurchaseOrder.Items.Item,PO.Contact.contactEmail,0.179761905,0.163893253,0.066740745,0.136798634
PurchaseOrder.Items.Item,PO.Contact.contactPhone,0.079761905,0.225510195,0.066740745,0.124004282
PurchaseOrder.Items.Item,PO.POShipTo,0.066666667,0.201098904,0.063582183,0.110449251
PurchaseOrder.Items.Item,PO.POShipTo.city,0.466666667,0.207211539,0.07293483,0.248937679
PurchaseOrder.Items.Item,PO.POShipTo.attn,0.2,0.207211539,0.062054939,0.156422159
PurchaseOrder.Items.Item,PO.POShipTo.country,0.057142857,0.2223901,0.073926283,0.117819747
PurchaseOrder.Items.Item,PO.POShipTo.stateProvince,0.140641026,0.222649574,0.071055337,0.144781979
PurchaseOrder.Items.Item,PO.POShipTo.street1,0.176190476,0.237568676,0.064972174,0.159577109
PurchaseOrder.Items.Item,PO.POShipTo.street2,0.176190476,0.237568676,0.064972174,0.159577109
PurchaseOrder.Items.Item,PO.POShipTo.street3,0.176190476,0.237568676,0.064972174,0.159577109
PurchaseOrder.Items.Item,PO.POShipTo.street4,0.176190476,0.237568676,0.064972174,0.159577109
PurchaseOrder.Items.Item,PO.POShipTo.postalCode,0.137222222,0.261538446,0.062424144,0.153728271
PurchaseOrder.Items.Item,PO.POShipTo.entityidentifider,0.18963161,0.216178939,0.070855287,0.158888612
PurchaseOrder.Items.Item,PO.POBillTo,0.116666667,0.179120883,0.06561988,0.120469143
PurchaseOrder.Items.Item,PO.POBillTo.city,0.466666667,0.187980771,0.07293483,0.242527423
PurchaseOrder.Items.Item,PO.POBillTo.attn,0.2,0.187980771,0.062054939,0.150011903
PurchaseOrder.Items.Item,PO.POBillTo.country,0.057142857,0.203159332,0.073926283,0.111409491
PurchaseOrder.Items.Item,PO.POBillTo.stateProvince,0.140641026,0.205555558,0.071055337,0.139083974
PurchaseOrder.Items.Item,PO.POBillTo.street1,0.176190476,0.218337908,0.064972174,0.153166853
PurchaseOrder.Items.Item,PO.POBillTo.street2,0.176190476,0.218337908,0.064972174,0.153166853
PurchaseOrder.Items.Item,PO.POBillTo.street3,0.176190476,0.218337908,0.064972174,0.153166853
PurchaseOrder.Items.Item,PO.POBillTo.street4,0.176190476,0.218337908,0.064972174,0.153166853
PurchaseOrder.Items.Item,PO.POBillTo.postalCode,0.137222222,0.24444443,0.062424144,0.148030265
PurchaseOrder.Items.Item,PO.POBillTo.entityidentifider,0.18963161,0.196948171,0.070855287,0.152478356
PurchaseOrder.Items.Item,PO.POLines,0.12047619,0.292307675,0.072077042,0.161620302
PurchaseOrder.Items.Item,PO.POLines.startAt,0.163809524,0.275480747,0.069978009,0.169756093
PurchaseOrder.Items.Item,PO.POLines.count,0.08,0.26840657,0.059495832,0.135967467
PurchaseOrder.Items.Item,PO.POLines.Item,1,0.536263764,1,0.945421255
PurchaseOrder.Items.Item,PO.POLines.Item.uom,0.205555556,0.500480771,0,0.235345442
PurchaseOrder.Items.Item,PO.POLines.Item.unitPrice,0.133333333,0.501851797,0.086427474,0.240537535
PurchaseOrder.Items.Item,PO.POLines.Item.qty,0.205555556,0.500480771,0,0.235345442
PurchaseOrder.Items.Item,PO.POLines.Item.partNo,0.066666667,0.477777749,0.221548652,0.255331023
PurchaseOrder.Items.Item,PO.POLines.Item.line,0.233333333,0.500480771,0.072077042,0.268630382
PurchaseOrder.Items.Item.yourPartnerNumber,PO,0.14210084,0.127564102,0,0.089888314
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POHeader,0.195630252,0.271062255,0.074480559,0.180391022
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POHeader.poDate,0.155434174,0.339047611,0.074310248,0.189597344
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POHeader.poNumber,0.450462185,0.410622686,1,0.620361624
PurchaseOrder.Items.Item.yourPartnerNumber,PO.Contact,0.116386555,0.161009371,0.074135344,0.11717709
PurchaseOrder.Items.Item.yourPartnerNumber,PO.Contact.contactName,0.195987395,0.272142857,0.0826821,0.183604117
PurchaseOrder.Items.Item.yourPartnerNumber,PO.Contact.contactFunctionCode,0.115893901,0.232900396,0.074135344,0.140976547
PurchaseOrder.Items.Item.yourPartnerNumber,PO.Contact.contactEmail,0.115513539,0.179340675,0.074135344,0.122996519
PurchaseOrder.Items.Item.yourPartnerNumber,PO.Contact.contactPhone,0.214344538,0.252738088,0.074135344,0.18040599
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo,0.082815126,0.187435895,0.068398307,0.112883109
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.city,0.116386555,0.193123564,0.081857427,0.130455849
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.attn,0.217296919,0.246153846,0.068398307,0.177283024
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.country,0.217296919,0.246370301,0.095641217,0.186436146
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.stateProvince,0.24998,0.232661799,0.090615021,0.191085607
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.street1,0.125116713,0.22818847,0.07195955,0.141754911
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.street2,0.125116713,0.22818847,0.07195955,0.141754911
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.street3,0.125116713,0.22818847,0.07195955,0.141754911
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.street4,0.125116713,0.22818847,0.07195955,0.141754911
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.postalCode,0.13210084,0.261828452,0.068847125,0.154258806
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POShipTo.entityidentifider,0.159313725,0.221926928,0.079247058,0.153495904
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo,0.082815126,0.172051281,0.065472269,0.106779559
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.city,0.116386555,0.179137528,0.081857427,0.125793837
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.attn,0.217296919,0.232167825,0.068398307,0.172621017
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.country,0.217296919,0.232384264,0.095641217,0.181774133
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.stateProvince,0.24998,0.219841287,0.090615021,0.186812103
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.street1,0.125116713,0.214202449,0.07195955,0.137092904
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.street2,0.125116713,0.214202449,0.07195955,0.137092904
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.street3,0.125116713,0.214202449,0.07195955,0.137092904
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.street4,0.125116713,0.214202449,0.07195955,0.137092904
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.postalCode,0.13210084,0.24900794,0.068847125,0.149985302
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POBillTo.entityidentifider,0.159313725,0.207940906,0.079247058,0.148833896
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines,0.189122316,0.278469682,0.083365193,0.183652397
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.startAt,0.253286648,0.279786855,0.078214562,0.203762688
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.count,0.19872549,0.305622727,0.065302318,0.189883512
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.Item,0.116386555,0.450622708,0.074808405,0.213939223
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.Item.uom,0.156862745,0.432384282,0,0.196415676
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.Item.unitPrice,0.165815126,0.455456346,0.106129012,0.242466828
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.Item.qty,0.12194211,0.432384282,0.063848174,0.206058189
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.Item.partNo,0.366218487,0.477056265,0.112945845,0.318740199
PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.Item.line,0.194281046,0.435631007,0.083365193,0.237759082
PurchaseOrder.Items.Item.unitPrice,PO,0.166444444,0.107692309,0,0.091378918
PurchaseOrder.Items.Item.unitPrice,PO.POHeader,0.151,0.215064108,0.078172916,0.148079008
PurchaseOrder.Items.Item.unitPrice,PO.POHeader.poDate,0.155444444,0.26111114,0.103412093,0.173322559
PurchaseOrder.Items.Item.unitPrice,PO.POHeader.poNumber,0.151,0.246723652,0.102687929,0.16680386
PurchaseOrder.Items.Item.unitPrice,PO.Contact,0.163492063,0.201373622,0.077788947,0.147551544
PurchaseOrder.Items.Item.unitPrice,PO.Contact.contactName,0.182251082,0.22380951,0.087370584,0.164477059
PurchaseOrder.Items.Item.unitPrice,PO.Contact.contactFunctionCode,0.211068849,0.277142853,0.087246108,0.19181927
PurchaseOrder.Items.Item.unitPrice,PO.Contact.contactEmail,0.17452381,0.202442005,0.077788947,0.151584921
PurchaseOrder.Items.Item.unitPrice,PO.Contact.contactPhone,0.262917749,0.270238072,0.077788947,0.203648256
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo,0.155444444,0.217094019,0.073493775,0.148677413
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.city,0.266666667,0.220384628,0.086439054,0.19116345
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.attn,0.144444444,0.220384628,0.142478436,0.169102503
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.country,0.278571429,0.236098915,0.087852703,0.200841016
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.stateProvince,0.292179487,0.304545462,0.084222655,0.226982535
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.street1,0.156825397,0.244670346,0.075374613,0.158956785
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.street2,0.156825397,0.244670346,0.075374613,0.158956785
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.street3,0.156825397,0.244670346,0.075374613,0.158956785
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.street4,0.156825397,0.244670346,0.075374613,0.158956785
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.postalCode,0.139333333,0.26363638,0.071937831,0.158302515
PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.entityidentifider,0.18963161,0.227558523,0.114442919,0.177211017
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo,0.155444444,0.208452046,0.080077383,0.147991291
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.city,0.266666667,0.215384632,0.086439054,0.189496784
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.attn,0.144444444,0.212606832,0.142478436,0.166509904
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.country,0.278571429,0.23109892,0.087852703,0.199174351
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.stateProvince,0.292179487,0.297474742,0.084222655,0.224625628
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.street1,0.156825397,0.236892551,0.075374613,0.156364187
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.street2,0.156825397,0.236892551,0.075374613,0.156364187
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.street3,0.156825397,0.236892551,0.075374613,0.156364187
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.street4,0.156825397,0.236892551,0.075374613,0.156364187
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.postalCode,0.139333333,0.25656569,0.071937831,0.155945618
PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.entityidentifider,0.18963161,0.219780758,0.114442919,0.174618429
PurchaseOrder.Items.Item.unitPrice,PO.POLines,0.165444444,0.269230783,0.085222601,0.173299276
PurchaseOrder.Items.Item.unitPrice,PO.POLines.startAt,0.137222222,0.265384614,0.082271363,0.161626066
PurchaseOrder.Items.Item.unitPrice,PO.POLines.count,0.23,0.305982918,0.110336541,0.21543982
PurchaseOrder.Items.Item.unitPrice,PO.POLines.Item,0.133333333,0.461538464,0.078537798,0.224469865
PurchaseOrder.Items.Item.unitPrice,PO.POLines.Item.uom,0.49998,0.445384651,0,0.31512155
PurchaseOrder.Items.Item.unitPrice,PO.POLines.Item.unitPrice,1,0.724999964,1,1
PurchaseOrder.Items.Item.unitPrice,PO.POLines.Item.qty,0.044444444,0.440384626,0.028031766,0.170953612
PurchaseOrder.Items.Item.unitPrice,PO.POLines.Item.partNo,0.333313333,0.436363667,0.122716477,0.297464492
PurchaseOrder.Items.Item.unitPrice,PO.POLines.Item.line,0.171111111,0.475384623,0.085222601,0.243906112
PurchaseOrder.Items.Item.unitOfMeasure,PO,0,0.127564102,0,0.042521367
PurchaseOrder.Items.Item.unitOfMeasure,PO.POHeader,0.17536075,0.268416762,0.077180713,0.173652742
PurchaseOrder.Items.Item.unitOfMeasure,PO.POHeader.poDate,0.086363636,0.308095217,0.102424112,0.165627655
PurchaseOrder.Items.Item.unitOfMeasure,PO.POHeader.poNumber,0.08953824,0.291575104,0.087871121,0.156328155
PurchaseOrder.Items.Item.unitOfMeasure,PO.Contact,0.155411255,0.208628416,0.1049045,0.156314724
PurchaseOrder.Items.Item.unitOfMeasure,PO.Contact.contactName,0.266486291,0.260238081,0.110695132,0.212473168
PurchaseOrder.Items.Item.unitOfMeasure,PO.Contact.contactFunctionCode,0.209799007,0.289177448,0.110619195,0.20319855
PurchaseOrder.Items.Item.unitOfMeasure,PO.Contact.contactEmail,0.182698413,0.223150209,0.1049045,0.170251041
PurchaseOrder.Items.Item.unitOfMeasure,PO.Contact.contactPhone,0.173982684,0.261666656,0.1049045,0.180184613
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo,0.086363636,0.244670317,0.072603958,0.13454597
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.city,0.242424242,0.245154843,0.085256718,0.190945268
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.attn,0.136363636,0.245154813,0.141632197,0.174383549
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.country,0.254329004,0.259440541,0.086636741,0.200135429
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.stateProvince,0.13279304,0.268452346,0.090760908,0.164002098
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street1,0.213852814,0.267232776,0.074444118,0.185176569
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street2,0.213852814,0.267232746,0.074444118,0.185176559
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street3,0.213852814,0.267232776,0.074444118,0.185176569
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street4,0.213852814,0.267232746,0.074444118,0.185176559
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.postalCode,0.13001443,0.28273806,0.071081164,0.161277885
PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.entityidentifider,0.18963161,0.251676589,0.113329469,0.184879223
PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo,0.086363636,0.202606842,0.075306256,0.121425578
PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.city,0.242424242,0.209440559,0.085256718,0.179040506
PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.attn,0.136363636,0.219902292,0.141632197,0.165966042
PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.country,0.254329004,0.236713275,0.086636741,0.192559673
